CLASS#	PARTICLE DIST.	ROTATION	TRANSLATION
150	3.218606e-04	999.000000	999.000000
95	3.172690e-04	999.000000	999.000000
26	3.090644e-04	999.000000	999.000000
174	2.981886e-04	999.000000	999.000000
142	2.976721e-04	999.000000	999.000000
116	2.892034e-04	999.000000	999.000000
163	2.863402e-04	999.000000	999.000000
139	2.818596e-04	999.000000	999.000000
104	2.690954e-04	999.000000	999.000000
158	2.689069e-04	999.000000	999.000000
111	2.640776e-04	999.000000	999.000000
179	2.507089e-04	999.000000	999.000000
198	2.478865e-04	999.000000	999.000000
157	2.426779e-04	999.000000	999.000000
109	2.290414e-04	999.000000	999.000000
88	2.209107e-04	999.000000	999.000000
98	2.196194e-04	999.000000	999.000000
130	2.194563e-04	999.000000	999.000000
153	2.188796e-04	999.000000	999.000000
23	2.132202e-04	999.000000	999.000000
53	2.101781e-04	999.000000	999.000000
162	2.056461e-04	999.000000	999.000000
67	2.033791e-04	999.000000	999.000000
169	2.016745e-04	999.000000	999.000000
115	1.715290e-04	999.000000	999.000000
161	1.668188e-04	999.000000	999.000000
55	1.643036e-04	999.000000	999.000000
124	1.596389e-04	999.000000	999.000000
22	1.587969e-04	999.000000	999.000000
56	1.526195e-04	999.000000	999.000000
155	1.474852e-04	999.000000	999.000000
27	1.460972e-04	999.000000	999.000000
99	1.393814e-04	999.000000	999.000000
171	1.367430e-04	999.000000	999.000000
129	1.249742e-04	999.000000	999.000000
128	1.222067e-04	999.000000	999.000000
51	1.151568e-04	999.000000	999.000000
141	1.143608e-04	999.000000	999.000000
107	1.101125e-04	999.000000	999.000000
178	1.083236e-04	999.000000	999.000000
24	1.079981e-04	999.000000	999.000000
6	1.079788e-04	999.000000	999.000000
140	9.493081e-05	999.000000	999.000000
60	8.896625e-05	999.000000	999.000000
93	8.257229e-05	999.000000	999.000000
28	7.682803e-05	999.000000	999.000000
94	7.652252e-05	999.000000	999.000000
127	7.620539e-05	999.000000	999.000000
4	6.985542e-05	999.000000	999.000000
184	6.351521e-05	999.000000	999.000000
79	6.350132e-05	999.000000	999.000000
91	4.446101e-05	999.000000	999.000000
25	3.811905e-05	999.000000	999.000000
31	3.810217e-05	999.000000	999.000000
36	3.176524e-05	999.000000	999.000000
63	2.541689e-05	999.000000	999.000000
64	1.906231e-05	999.000000	999.000000
34	1.905963e-05	999.000000	999.000000
58	1.905830e-05	999.000000	999.000000
191	1.905670e-05	999.000000	999.000000
8	1.270513e-05	999.000000	999.000000
105	1.270404e-05	999.000000	999.000000
132	1.270389e-05	999.000000	999.000000
35	1.270264e-05	999.000000	999.000000
43	6.354891e-06	999.000000	999.000000
119	6.354236e-06	999.000000	999.000000
85	6.354183e-06	999.000000	999.000000
77	6.352851e-06	999.000000	999.000000
68	0.000000	999.000000	999.000000
181	0.000000	999.000000	999.000000
