CLASS#	PARTICLE DIST.	ROTATION	TRANSLATION
162	2.331694e-04	999.000000	999.000000
141	2.309208e-04	999.000000	999.000000
59	2.245037e-04	999.000000	999.000000
125	2.087340e-04	999.000000	999.000000
19	1.923232e-04	999.000000	999.000000
33	1.903078e-04	999.000000	999.000000
107	1.890356e-04	999.000000	999.000000
188	1.867379e-04	999.000000	999.000000
101	1.740422e-04	999.000000	999.000000
92	1.659052e-04	999.000000	999.000000
51	1.602852e-04	999.000000	999.000000
31	1.588044e-04	999.000000	999.000000
184	1.525246e-04	999.000000	999.000000
13	1.521699e-04	999.000000	999.000000
66	1.456798e-04	999.000000	999.000000
100	1.371268e-04	999.000000	999.000000
104	1.363453e-04	999.000000	999.000000
46	1.333950e-04	999.000000	999.000000
14	1.332822e-04	999.000000	999.000000
142	1.265151e-04	999.000000	999.000000
82	1.233753e-04	999.000000	999.000000
60	1.217526e-04	999.000000	999.000000
108	1.105562e-04	999.000000	999.000000
17	1.081473e-04	999.000000	999.000000
52	1.081028e-04	999.000000	999.000000
124	1.080204e-04	999.000000	999.000000
69	1.079646e-04	999.000000	999.000000
115	9.539845e-05	999.000000	999.000000
47	9.530770e-05	999.000000	999.000000
147	9.526927e-05	999.000000	999.000000
187	8.924367e-05	999.000000	999.000000
167	8.901204e-05	999.000000	999.000000
90	8.896163e-05	999.000000	999.000000
57	8.488408e-05	999.000000	999.000000
176	8.247154e-05	999.000000	999.000000
159	7.779734e-05	999.000000	999.000000
87	7.621934e-05	999.000000	999.000000
183	7.620463e-05	999.000000	999.000000
156	7.002043e-05	999.000000	999.000000
32	6.987652e-05	999.000000	999.000000
145	6.354436e-05	999.000000	999.000000
1	6.351604e-05	999.000000	999.000000
91	6.350576e-05	999.000000	999.000000
103	6.267729e-05	999.000000	999.000000
21	5.835921e-05	999.000000	999.000000
22	5.717128e-05	999.000000	999.000000
172	5.716337e-05	999.000000	999.000000
71	5.549563e-05	999.000000	999.000000
197	5.082074e-05	999.000000	999.000000
80	5.076204e-05	999.000000	999.000000
195	3.821341e-05	999.000000	999.000000
11	3.812393e-05	999.000000	999.000000
81	3.811957e-05	999.000000	999.000000
23	3.811898e-05	999.000000	999.000000
86	3.811641e-05	999.000000	999.000000
40	3.810751e-05	999.000000	999.000000
127	2.541577e-05	999.000000	999.000000
130	2.541103e-05	999.000000	999.000000
196	2.540833e-05	999.000000	999.000000
36	1.906570e-05	999.000000	999.000000
146	1.906550e-05	999.000000	999.000000
154	1.905992e-05	999.000000	999.000000
132	1.905967e-05	999.000000	999.000000
98	1.905819e-05	999.000000	999.000000
106	1.905813e-05	999.000000	999.000000
166	1.270989e-05	999.000000	999.000000
41	1.270984e-05	999.000000	999.000000
157	1.270958e-05	999.000000	999.000000
77	1.270869e-05	999.000000	999.000000
193	1.270867e-05	999.000000	999.000000
7	1.270822e-05	999.000000	999.000000
170	1.270760e-05	999.000000	999.000000
79	1.270742e-05	999.000000	999.000000
181	1.270697e-05	999.000000	999.000000
50	1.270624e-05	999.000000	999.000000
120	1.270494e-05	999.000000	999.000000
43	6.355233e-06	999.000000	999.000000
44	6.355233e-06	999.000000	999.000000
48	6.355233e-06	999.000000	999.000000
76	6.355233e-06	999.000000	999.000000
122	6.355233e-06	999.000000	999.000000
123	6.355206e-06	999.000000	999.000000
178	6.355196e-06	999.000000	999.000000
42	6.355181e-06	999.000000	999.000000
191	6.355168e-06	999.000000	999.000000
25	6.355094e-06	999.000000	999.000000
155	6.355060e-06	999.000000	999.000000
119	6.354916e-06	999.000000	999.000000
45	6.353894e-06	999.000000	999.000000
138	6.353397e-06	999.000000	999.000000
75	6.352736e-06	999.000000	999.000000
151	6.351004e-06	999.000000	999.000000
109	6.350641e-06	999.000000	999.000000
117	0.000000	999.000000	999.000000
139	0.000000	999.000000	999.000000
149	0.000000	999.000000	999.000000
150	0.000000	999.000000	999.000000
164	0.000000	999.000000	999.000000
189	0.000000	999.000000	999.000000
198	0.000000	999.000000	999.000000
